Test Sponsor,System Name,Paralled,Base Threads,Enabled Cores,Enabled Chips,Threads/Core,Base Results,Peak Results
China Academy of Information and Communications Technology,Huawei 2488H V5 (Intel Xeon Platinum 8268),Yes,96,96,4,1,205   ,Not Run
China Academy of Information and Communications Technology,Huawei CH121 V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,147   ,Not Run
China Academy of Information and Communications Technology,Huawei 2288H V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,144   ,Not Run
China Academy of Information and Communications Technology,Huawei 5288 V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,144   ,Not Run
China Academy of Information and Communications Technology,Huawei 1288H V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,144   ,Not Run
China Academy of Information and Communications Technology,Huawei 2288H V6 (Intel Xeon Platinum 8380),Yes,80,80,2,1,236   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,112,112,4,1,188   ,190   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,28,2,1,88.3 ,89.3 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5118, 2.30GHz)",Yes,24,24,2,1,82.7 ,83.8 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6150, 2.70GHz)",Yes,36,36,2,1,115   ,116   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8156, 3.60GHz)",Yes,8,8,2,1,54.7 ,55.6 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,36,2,1,121   ,122   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140, 2.30GHz)",Yes,72,72,4,1,142   ,144   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,56,2,1,132   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,112,112,4,1,192   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8158, 3.00GHz)",Yes,24,24,2,1,104   ,105   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6132, 2.60GHz)",Yes,28,28,2,1,103   ,104   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176, 2.10GHz)",Yes,56,56,2,1,125   ,126   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6150, 2.70GHz)",Yes,36,36,2,1,117   ,118   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,24,2,1,106   ,108   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170, 2.10GHz)",Yes,104,104,4,1,176   ,176   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8158, 3.00GHz)",Yes,48,48,4,1,138   ,139   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,28,2,1,88.4 ,89.1 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,36,2,1,121   ,122   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5115, 2.40GHz)",Yes,40,40,4,1,111   ,112   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,56,2,1,131   ,132   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5118, 2.30GHz)",Yes,48,48,4,1,118   ,119   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134M, 3.20GHz)",Yes,16,16,2,1,84.3 ,85.6 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180M, 2.50GHz)",Yes,56,56,2,1,131   ,132   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,56,2,1,131   ,132   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142M, 2.60GHz)",Yes,32,32,2,1,112   ,114   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2,1,120   ,121   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2,1,110   ,112   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,48,48,4,1,154   ,155   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,56,56,2,1,124   ,125   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4112, 2.60 GHz)",Yes,8,8,2,1,39.9 ,40.5 
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,104,104,4,1,177   ,177   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,52,52,2,1,121   ,122   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,16,2,1,85.9 ,87.2 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,24,24,2,1,89.9 ,90.8 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,24,2,1,75.4 ,76.1 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,20,2,1,68.4 ,69.1 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,16,2,1,59.1 ,59.6 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,16,2,1,59.5 ,60.2 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4112, 2.60 GHz)",Yes,8,8,2,1,40.0 ,40.7 
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,48,48,4,1,149   ,151   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,32,2,1,113   ,114   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,8,2,1,54.5 ,55.4 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,24,24,2,1,105   ,106   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,112,112,4,1,192   ,191   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,12,2,1,71.8 ,72.9 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,24,2,1,77.0 ,77.9 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,12,2,1,70.9 ,71.9 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6152, 2.10 GHz)",Yes,44,44,2,1,115   ,116   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,16,16,2,1,85.0 ,86.6 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,56,56,2,1,133   ,134   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,20,2,1,69.7 ,70.5 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,106   ,106   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,20,20,2,1,75.3 ,76.0 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,12,2,1,36.8 ,37.2 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,24,24,2,1,104   ,105   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2,1,120   ,121   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,16,2,1,46.3 ,46.7 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,105   ,106   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,16,2,1,85.4 ,86.3 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,56,56,2,1,131   ,132   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,36,36,2,1,116   ,117   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,16,2,1,56.5 ,57.0 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3106, 1.70 GHz)",Yes,16,16,2,1,46.0 ,46.5 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,24,24,2,1,81.0 ,81.9 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2,1,122   ,123   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,36,2,1,110   ,111   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4108, 1.80 GHz)",Yes,16,16,2,1,55.7 ,56.2 
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,80,80,4,1,168   ,169   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8160, 2.10 GHz)",Yes,96,96,4,1,171   ,172   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,64,64,4,1,136   ,137   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2,1,127   ,129   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2,1,96.7 ,97.9 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",Yes,56,56,2,1,130   ,131   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,40,2,1,109   ,110   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,36,36,2,1,110   ,111   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,104,104,4,1,171   ,171   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2,1,121   ,122   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6144, 3.50 GHz)",Yes,16,16,2,1,88.5 ,89.7 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8160, 2.10 GHz)",Yes,48,48,2,1,119   ,120   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,104,104,4,1,175   ,175   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6148, 2.40 GHz)",Yes,40,40,2,1,114   ,116   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2,1,118   ,119   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2,1,119   ,120   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3104, 1.70 GHz)",Yes,12,12,2,1,37.6 ,37.9 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142M, 2.60 GHz)",Yes,32,32,2,1,113   ,114   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,56,56,4,1,118   ,120   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,105   ,106   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,52,52,2,1,120   ,122   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,72,72,4,1,155   ,156   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2,1,110   ,111   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,56,56,2,1,123   ,124   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,16,16,4,1,90.5 ,91.0 
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6154, 3.00 GHz)",Yes,72,72,4,1,167   ,168   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,96,96,4,1,183   ,184   
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6132 2.60 GHz),Yes,56,56,4,1,146   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6150 2.70 GHz),Yes,72,72,4,1,159   ,161   
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8160 2.10 GHz),Yes,96,96,4,1,170   ,170   
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,16,16,4,1,84.3 ,84.9 
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6134M 3.20 GHz),Yes,32,32,4,1,132   ,133   
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6126 2.60 GHz),Yes,48,48,4,1,144   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6142 2.60 GHz),Yes,64,64,4,1,158   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Platinum 8164 2.00 GHz),Yes,104,104,4,1,169   ,171   
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6142M 2.60 GHz),Yes,64,64,4,1,157   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6134 3.20 GHz),Yes,32,32,4,1,132   ,133   
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6128 3.40 GHz),Yes,24,24,4,1,113   ,112   
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,44,44,2,1,110   ,111   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2,1,117   ,119   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2,1,127   ,127   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,48,48,2,1,128   ,128   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,112,112,4,1,179   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,80,80,4,1,167   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,104,104,4,1,175   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,96,96,4,1,172   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,72,72,4,1,157   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,64,64,4,1,136   ,137   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8158, 3.00 GHz)",Yes,48,48,4,1,155   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,88,88,4,1,166   ,166   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2,1,106   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6154 3.00 GHz),Yes,36,36,2,1,133   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6134 3.20 GHz),Yes,16,16,2,1,91.2 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,32,32,2,1,117   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8168 2.70 GHz),Yes,48,48,2,1,144   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6126 2.60 GHz),Yes,24,24,2,1,106   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6142 2.60 GHz),Yes,32,32,2,1,126   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6136 3.00 GHz),Yes,24,24,2,1,113   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6150 2.70 GHz),Yes,36,36,2,1,128   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5120 2.20 GHz),Yes,28,28,2,1,97.7 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6128 3.40 GHz),Yes,12,12,2,1,76.0 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,16,16,2,1,96.0 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6132 2.60 GHz),Yes,28,28,2,1,113   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,32,32,4,1,138   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,64,64,4,1,149   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6152 2.10 GHz),Yes,88,88,4,1,168   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,32,32,4,1,139   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6138 2.00 GHz),Yes,80,80,4,1,160   ,Not Run
Cisco Systems,Cisco UCS B480 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,64,64,4,1,149   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,112,112,4,1,180   ,Not Run
Cisco Systems,Cisco UCS C480 M5 (Intel Xeon Gold 6146 3.20 GHz),Yes,48,48,4,1,157   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6150, 2.70 GHz)",Yes,72,72,4,1,178   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",Yes,96,96,4,1,183   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,16,16,4,1,92.4 ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6154, 3.00 GHz)",Yes,72,72,4,1,183   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6132, 2.60 GHz)",Yes,28,28,2,1,113   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,32,2,1,125   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",Yes,52,52,2,1,132   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,24,24,2,1,105   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8176M 2.10 GHz),Yes,56,56,2,1,138   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4114 2.20 GHz),Yes,20,20,2,1,78.7 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4116 2.10 GHz),Yes,24,24,2,1,85.5 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4112 2.60 GHz),Yes,8,8,2,1,45.0 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4110 2.10 GHz),Yes,16,16,2,1,67.2 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Platinum 8170M 2.10 GHz),Yes,52,52,2,1,135   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Bronze 3106 1.70 GHz),Yes,16,16,2,1,50.9 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6142M 2.60 GHz),Yes,32,32,2,1,125   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Silver 4108 1.80 GHz),Yes,16,16,2,1,62.2 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6140 2.30 GHz),Yes,36,36,2,1,123   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Bronze 3104 1.70 GHz),Yes,12,12,2,1,40.2 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,8,8,2,1,55.9 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5118 2.30 GHz),Yes,24,24,2,1,91.7 ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 5115 2.40 GHz),Yes,20,20,2,1,83.9 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6130 2.10 GHz),Yes,32,32,2,1,117   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5118 2.30 GHz),Yes,24,24,2,1,91.7 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6154 3.00 GHz),Yes,36,36,2,1,132   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6146 3.20 GHz),Yes,24,24,2,1,116   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,40,40,2,1,128   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8153, 2.00 GHz)",Yes,32,32,2,1,106   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6136 3.00 GHz),Yes,24,24,2,1,113   ,Not Run
Cisco Systems,Cisco UCS C240 M5 (Intel Xeon Gold 6148 2.40 GHz),Yes,40,40,2,1,127   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,64,64,4,1,172   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140, 2.30 GHz)",Yes,72,72,4,1,171   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,48,48,4,1,158   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,48,48,4,1,148   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,32,32,4,1,148   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5120, 2.20 GHz)",Yes,56,56,4,1,123   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,24,24,4,1,121   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5118, 2.30 GHz)",Yes,48,48,4,1,117   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5115 2.40 GHz),Yes,20,20,2,1,84.1 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8156 3.60 GHz),Yes,8,8,2,1,55.7 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6140 2.30 GHz),Yes,36,36,2,1,122   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5122 3.60 GHz),Yes,8,8,2,1,55.9 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6138 2.00 GHz),Yes,40,40,2,1,120   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6144 3.50 GHz),Yes,16,16,2,1,95.8 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 5120 2.20 GHz),Yes,28,28,2,1,97.2 ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8176 2.10 GHz),Yes,56,56,2,1,137   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8170 2.10 GHz),Yes,52,52,2,1,134   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8158 3.00 GHz),Yes,24,24,2,1,114   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8160 2.10 GHz),Yes,48,48,2,1,133   ,Not Run
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Platinum 8180 2.50 GHz),Yes,56,56,2,1,145   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8156, 3.60 GHz)",Yes,8,8,2,1,55.7 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,16,16,2,1,92.9 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,56,56,2,1,135   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",Yes,52,52,2,1,134   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2,1,123   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2,1,133   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8158, 3.00 GHz)",Yes,24,24,2,1,113   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,40,40,2,1,120   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,56,56,2,1,143   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5115, 2.40 GHz)",Yes,40,40,4,1,118   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,32,32,4,1,147   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6138, 2.00 GHz)",Yes,80,80,4,1,171   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,16,16,4,1,88.2 ,Not Run
